,Status,Life expectancy,Adult Mortality,BMI,HIV/AIDS,Diphtheria,Polio,GDP,Income composition of resources,Schooling
2553,Developing,69.7,161.0,4.7,0.2,96.0,96.0,918.6771543,0.625,11.3
1121,Developing,65.4,246.0,35.7,1.1,88.0,79.0,946.599372,0.602,10.9
824,Developing,71.4,23.0,52.1,0.3,91.0,91.0,3366.482133,0.662,12.8
294,Developing,67.4,232.0,19.5,0.4,93.0,93.0,177.234497,0.0,10.9
159,Developing,66.6,16.0,42.1,0.1,76.0,75.0,655.974326,0.636,10.1
1258,Developed,79.5,75.0,56.6,0.1,92.0,92.0,61388.17457,0.902,17.6
1079,Developing,57.8,291.0,2.8,2.2,64.0,62.0,438.7513346,0.38,8.3
676,Developed,80.0,56.0,58.7,0.1,99.0,99.0,28951.15556,0.85,13.8
279,Developing,57.6,278.0,22.0,1.8,75.0,77.0,82.1513498,0.444,9.1
2137,Developing,70.0,229.0,59.3,0.2,97.0,98.0,15543.67653,0.799,14.6
2838,Developing,67.2,183.0,36.4,0.3,98.0,99.0,396.129969,0.607,11.3
185,Developing,75.5,79.0,56.8,0.1,98.0,98.0,1937.99549,0.81,14.2
1934,Developing,74.9,113.0,5.6,0.1,99.0,97.0,1585.13226,0.753,11.5
2714,Developing,62.3,291.0,18.5,3.1,78.0,82.0,693.8963829,0.488,10.0
2211,Developing,71.4,162.0,68.9,0.1,55.0,26.0,2351.33814,0.665,12.4
1766,Developing,55.3,46.0,21.8,5.1,78.0,78.0,65.985681,0.405,9.1
2049,Developed,75.0,144.0,55.5,0.1,99.0,99.0,821.251569,0.797,14.8
2449,Developing,73.7,146.0,17.9,0.1,98.0,98.0,1644.816372,0.725,13.2
1792,Developing,63.2,231.0,15.2,0.5,78.0,86.0,219.782326,0.445,7.7
913,Developing,67.7,221.0,5.2,0.1,9.0,91.0,276.1338,0.681,13.1
2916,Developing,49.3,554.0,18.4,17.0,82.0,84.0,691.3178164,0.467,10.7
1189,Developing,67.3,19.0,17.0,0.2,82.0,79.0,1446.98541,0.59,11.3
2854,Developing,69.4,173.0,43.3,0.1,69.0,67.0,158.52724,0.0,10.4
2248,Developing,72.6,11.0,56.2,0.1,95.0,95.0,9126.954277,0.737,11.8
1967,Developing,76.4,124.0,51.9,0.2,85.0,84.0,668.8667,0.743,12.9
1500,Developing,55.3,316.0,22.0,3.1,6.0,66.0,168.648254,0.372,10.1
2062,Developed,79.0,92.0,56.5,0.1,97.0,97.0,24815.6884,0.804,15.8
2163,Developing,52.0,48.0,14.5,8.1,96.0,96.0,212.6619491,0.359,7.6
2121,Developed,74.6,138.0,59.2,0.1,92.0,88.0,9585.266593,0.794,14.7
1182,Developed,87.0,65.0,55.9,0.1,97.0,97.0,3944.999,0.866,17.6
1915,Developed,81.0,66.0,58.9,0.1,93.0,93.0,87646.75346,0.936,17.4
597,Developing,61.8,246.0,21.6,0.1,74.0,82.0,769.1742883,0.476,10.5
1089,Developing,52.5,328.0,16.6,3.0,46.0,47.0,34.516918,0.316,4.8
847,Developing,53.5,334.0,19.1,2.9,36.0,44.0,2711.17114,0.542,8.2
197,Developing,69.9,142.0,15.2,0.1,94.0,94.0,757.6717572,0.535,8.9
2732,Developing,71.0,198.0,6.1,0.2,76.0,72.0,429.71554,0.744,15.2
1157,Developed,75.0,146.0,63.0,0.1,99.0,99.0,12834.32349,0.823,15.4
261,Developing,69.5,186.0,47.0,0.2,96.0,96.0,4344.15177,0.7,12.4
1846,Developed,81.5,67.0,66.9,0.1,93.0,93.0,4453.24673,0.91,19.2
1160,Developed,74.2,162.0,61.1,0.1,99.0,99.0,12967.16543,0.816,15.3
221,Developing,73.5,123.0,44.6,0.8,87.0,86.0,11675.39395,0.749,14.0
896,Developing,52.5,372.0,12.6,4.9,32.0,55.0,12.1789279,0.283,4.3
657,Developing,79.1,92.0,61.4,0.1,99.0,99.0,762.261218,0.773,13.9
1299,Developing,75.8,133.0,53.5,0.5,92.0,93.0,4855.743789,0.727,12.8
2915,Developing,58.0,526.0,18.8,15.9,81.0,83.0,13.154199,0.479,10.9
1075,Developing,58.1,299.0,22.7,0.5,51.0,42.0,561.997387,0.412,8.6
630,Developing,78.1,16.0,55.5,0.1,88.0,93.0,8199.414621,0.749,13.3
495,Developing,51.4,394.0,2.9,7.7,62.0,57.0,68.414399,0.433,6.9
1991,Developing,74.0,146.0,5.2,0.2,93.0,89.0,419.367724,0.692,12.3
2620,Developing,58.9,294.0,22.6,1.7,84.0,84.0,563.6894247,0.464,12.0
1382,Developing,65.5,26.0,75.7,0.1,99.0,95.0,1692.613277,0.585,11.9
1615,Developing,71.8,124.0,16.2,0.1,98.0,98.0,32.37239,0.597,12.0
2165,Developing,48.6,438.0,13.7,8.1,77.0,76.0,21.569654,0.332,7.1
336,Developing,65.7,256.0,37.9,2.2,95.0,96.0,6532.651,0.698,12.6
23,Developing,75.3,1.0,52.6,0.1,99.0,99.0,437.539647,0.713,12.0
1938,Developing,73.6,127.0,48.1,0.1,99.0,99.0,969.8126,0.725,11.2
1968,Developing,76.2,125.0,51.1,0.1,88.0,98.0,5348.518399,0.744,12.9
1270,Developing,81.8,61.0,63.4,0.1,94.0,94.0,33657.15727,0.883,15.8
2639,Developing,72.5,147.0,72.1,0.1,84.0,86.0,37.846563,0.703,14.5
2076,Developing,77.3,76.0,66.0,0.1,97.0,98.0,736.22784,0.825,12.0
244,Developed,83.0,8.0,62.3,0.1,98.0,98.0,4772.77415,0.884,16.1
480,Developing,57.3,357.0,29.0,3.5,84.0,83.0,1244.429421,0.514,10.4
1257,Developed,79.8,75.0,57.4,0.1,93.0,93.0,61235.415,0.908,17.9
2761,Developing,74.2,17.0,54.1,0.1,94.0,94.0,3371.26869,0.791,11.8
2265,Developing,75.6,121.0,6.0,0.1,95.0,95.0,5237.255334,0.775,14.4
2935,Developing,44.8,73.0,26.3,39.8,71.0,73.0,57.34834,0.427,10.0
2426,Developed,82.6,58.0,66.0,0.1,97.0,97.0,296.47225,0.877,17.6
1250,Developed,81.4,64.0,62.8,0.1,95.0,95.0,6664.144,0.92,18.6
1607,Developing,76.7,73.0,22.1,0.1,96.0,97.0,633.79498,0.653,11.6
1156,Developed,75.5,139.0,63.6,0.1,99.0,99.0,13613.6147,0.824,15.4
652,Developed,75.4,114.0,56.9,0.1,96.0,96.0,9365.742468,0.771,13.3
252,Developed,78.3,95.0,59.4,0.1,95.0,96.0,3743.95693,0.878,18.6
2606,Developing,66.9,163.0,15.5,0.1,72.0,72.0,849.8626972,0.599,12.4
2229,Developing,63.4,225.0,22.2,1.6,94.0,94.0,649.342153,0.504,9.7
2029,Developing,68.0,219.0,22.1,0.1,87.0,86.0,1825.341521,0.661,11.7
1883,Developing,57.1,263.0,16.9,1.1,71.0,71.0,341.2894618,0.307,4.2
1892,Developing,50.0,284.0,13.6,1.5,34.0,41.0,158.455972,0.253,2.8
321,Developing,77.2,89.0,55.3,0.1,86.0,86.0,5193.94932,0.742,14.2
2084,Developing,76.4,85.0,64.1,0.1,96.0,96.0,2999.65492,0.807,12.2
395,Developed,72.2,157.0,59.1,0.1,95.0,94.0,3381.57837,0.738,13.3
1583,Developing,44.0,67.0,14.8,24.7,64.0,79.0,29.9798977,0.388,10.4
202,Developing,67.8,155.0,12.5,0.1,93.0,94.0,484.155471,0.499,8.2
1664,Developing,62.0,228.0,22.3,1.2,89.0,91.0,46.9542322,0.446,6.5
778,Developing,72.9,164.0,5.4,1.6,85.0,86.0,4647.31359,0.685,12.7
1407,Developing,73.3,94.0,65.0,0.1,99.0,99.0,17789.41981,0.785,13.9
1780,Developing,66.6,199.0,23.8,0.3,89.0,89.0,1194.59137,0.552,9.1
340,Developing,62.2,325.0,35.7,5.5,95.0,96.0,7645.21469,0.678,12.4
46,Developing,71.4,145.0,45.3,0.1,89.0,89.0,1732.857979,0.644,10.9
1284,Developed,82.3,58.0,62.6,0.1,96.0,96.0,3537.27441,0.876,16.5
1481,Developing,47.8,592.0,28.8,27.3,88.0,86.0,934.428563,0.447,10.7
1653,Developing,62.7,28.0,29.4,1.1,8.0,8.0,145.57838,0.501,8.2
153,Developing,69.2,154.0,45.3,0.1,78.0,8.0,2473.85776,0.682,10.7
2569,Developing,74.9,148.0,33.6,0.1,99.0,99.0,5814.863134,0.738,13.6
1768,Developing,54.3,47.0,2.9,9.6,76.0,73.0,526.5313517,0.397,9.5
1389,Developing,64.8,214.0,71.4,0.1,62.0,61.0,113.6286,0.0,12.4
193,Developing,71.4,132.0,17.7,0.1,97.0,97.0,184.56543,0.57,10.0
65,Developing,76.2,131.0,47.0,0.2,99.0,96.0,12888.29667,0.782,13.9
2602,Developing,68.0,155.0,17.0,0.1,77.0,76.0,1153.51578,0.612,12.5
553,Developing,78.9,91.0,58.1,0.1,94.0,94.0,9484.681227,0.796,14.9
448,Developing,73.3,114.0,31.3,0.2,93.0,93.0,2954.119467,0.646,13.5
574,Developing,72.2,11.0,21.2,0.1,86.0,86.0,153.1824,0.592,9.6
1071,Developing,69.3,21.0,41.7,0.3,82.0,82.0,171.771491,0.553,8.8
224,Developing,72.3,196.0,62.3,0.1,99.0,99.0,5949.11677,0.798,15.6
1878,Developing,61.4,223.0,18.9,0.5,68.0,67.0,43.646498,0.345,5.3
837,Developing,56.7,337.0,23.0,8.2,24.0,3.0,21557.6528,0.583,9.2
906,Developing,68.6,29.0,56.6,0.1,99.0,99.0,478.82327,0.698,14.2
346,Developing,51.7,566.0,32.7,20.6,96.0,96.0,5351.253732,0.593,11.9
1549,Developed,78.7,92.0,56.4,0.1,99.0,99.0,75716.3518,0.867,13.5
2653,Developing,76.0,176.0,43.0,0.4,9.0,91.0,1953.9767,0.774,12.6
118,Developed,81.7,66.0,63.4,0.1,92.0,92.0,42742.99898,0.925,19.1
1783,Developing,65.9,25.0,21.3,0.5,84.0,87.0,1171.58257,0.533,9.1
2328,Developed,78.3,78.0,28.5,0.1,98.0,98.0,23792.677,0.81,12.5
1294,Developed,79.9,72.0,57.0,0.1,96.0,97.0,27387.2258,0.841,15.4
1754,Developing,72.3,116.0,52.7,0.1,99.0,99.0,2861.5545,0.596,10.5
2523,Developed,83.0,52.0,56.6,0.1,96.0,96.0,84658.88768,0.934,15.8
603,Developing,59.8,269.0,18.8,0.1,76.0,73.0,616.4197236,0.0,9.5
540,Developing,48.4,43.0,14.8,5.1,23.0,36.0,292.5914364,0.284,5.4
2925,Developing,56.6,429.0,3.3,8.8,95.0,95.0,955.648466,0.464,9.8
2758,Developing,74.9,98.0,56.8,0.1,94.0,94.0,3323.52318,0.808,12.3
16,Developing,77.8,74.0,58.0,0.1,99.0,99.0,3954.22783,0.762,14.2
271,Developing,68.3,196.0,4.8,0.3,91.0,91.0,3364.423711,0.668,11.7
2428,Developed,82.0,61.0,64.8,0.1,97.0,97.0,28562.29324,0.871,17.2
1621,Developing,57.2,27.0,21.9,1.5,66.0,72.0,777.3476868,0.411,7.7
2695,Developing,78.0,14.0,54.3,0.1,88.0,88.0,3119.63716,0.653,11.1
99,Developing,74.4,121.0,52.6,0.1,95.0,96.0,3684.8481,0.732,12.7
283,Developing,56.1,285.0,2.1,2.1,72.0,74.0,583.493514,0.423,8.1
2059,Developed,82.0,85.0,58.8,0.1,97.0,97.0,23196.18375,0.818,16.2
464,Developing,68.7,174.0,19.6,0.2,89.0,87.0,1163.18977,0.558,10.9
2604,Developing,67.4,159.0,16.2,0.1,83.0,83.0,1117.77724,0.618,12.5
2844,Developing,71.6,135.0,51.7,0.1,64.0,65.0,3167.34356,0.591,10.8
77,Developing,74.0,153.0,39.5,0.1,98.0,93.0,9386.716452,0.0,0.0
468,Developing,67.0,19.0,17.0,0.3,88.0,87.0,882.491462,0.533,10.7
1289,Developed,81.5,61.0,59.9,0.1,96.0,96.0,464.18465,0.866,16.3
144,Developing,72.7,118.0,52.5,0.1,96.0,98.0,55.31382,0.758,12.7
1839,Developed,79.4,72.0,55.8,0.1,96.0,96.0,41577.169,0.888,16.4
1824,Developing,64.7,218.0,13.4,0.2,8.0,8.0,287.4156,0.463,9.3
1187,Developing,68.0,184.0,18.1,0.2,85.0,84.0,1573.11889,0.607,11.6
2294,Developing,72.1,186.0,28.1,0.1,99.0,99.0,8331.261997,0.712,12.1
1461,Developing,75.0,93.0,64.4,0.1,81.0,75.0,8787.94668,0.763,13.3
1651,Developing,63.1,25.0,3.8,0.9,73.0,67.0,1158.256469,0.513,8.5
1591,Developing,74.1,131.0,35.3,0.1,96.0,96.0,971.356987,0.764,12.8
930,Developing,82.4,78.0,62.5,0.1,98.0,98.0,36526.7711,0.894,16.3
2601,Developing,68.3,152.0,17.4,0.1,76.0,75.0,1161.76935,0.603,12.5
2730,Developing,71.3,195.0,61.3,0.2,23.0,51.0,2124.662666,0.748,15.3
404,Developing,58.1,275.0,17.1,0.9,91.0,9.0,666.842783,0.377,6.7
738,Developed,84.0,73.0,58.4,0.1,94.0,94.0,62425.5392,0.926,19.2
406,Developing,56.9,283.0,16.1,1.1,92.0,91.0,552.7455521,0.356,5.9
999,Developed,81.0,76.0,59.9,0.1,95.0,94.0,41785.55691,0.907,16.7
1042,Developing,73.6,142.0,48.4,0.1,92.0,99.0,9212.192824,0.751,15.8
1898,Developing,52.0,374.0,22.2,4.8,54.0,54.0,2327.3267,0.492,9.5
955,Developing,61.4,288.0,31.4,10.7,45.0,44.0,727.777345,0.646,12.4
2365,Developing,68.5,186.0,47.2,0.1,99.0,99.0,1642.837974,0.497,9.4
285,Developing,55.6,283.0,19.2,2.1,75.0,76.0,418.6985763,0.407,7.3
2922,Developing,67.0,336.0,31.8,6.2,87.0,88.0,118.69383,0.507,10.3
1188,Developing,67.6,187.0,17.5,0.2,83.0,82.0,1452.195373,0.599,11.5
41,Developing,73.4,132.0,49.8,0.1,95.0,95.0,3464.6179,0.686,12.3
1823,Developing,65.4,28.0,13.9,0.2,75.0,78.0,317.89198,0.469,9.4
680,Developed,79.1,62.0,56.8,0.1,97.0,97.0,3539.7488,0.844,13.7
639,Developing,77.5,1.0,46.4,0.1,91.0,92.0,3981.52847,0.708,11.7
1618,Developing,58.2,266.0,23.8,1.5,64.0,66.0,729.725338,0.438,8.4
1357,Developing,64.7,287.0,45.8,0.1,82.0,99.0,2874.288291,0.725,13.5
1013,Developing,61.6,257.0,26.7,0.9,92.0,91.0,1629.8222,0.563,11.2
1894,Developing,53.6,362.0,24.7,3.9,49.0,49.0,3221.678128,0.521,10.0
1179,Developed,81.1,61.0,57.4,0.1,97.0,97.0,5613.54115,0.884,18.1
1319,Developed,83.0,62.0,26.9,0.1,97.0,98.0,4457.67639,0.879,15.1
1239,Developing,76.0,145.0,55.8,0.1,74.0,74.0,452.74948,0.646,10.4
1499,Developing,56.7,32.0,22.4,3.0,6.0,66.0,178.92799,0.377,10.0
537,Developing,48.5,414.0,15.7,5.1,4.0,49.0,712.1847694,0.303,5.5
881,Developing,78.0,218.0,54.0,0.1,93.0,93.0,47.32827,0.764,14.4
1490,Developing,61.4,259.0,27.3,0.9,52.0,52.0,452.38717,0.427,9.9
375,Developing,77.2,84.0,34.2,0.1,98.0,97.0,37951.286,0.84,14.2
139,Developed,79.3,86.0,52.2,0.1,83.0,83.0,36693.4262,0.841,14.7
921,Developing,79.6,94.0,59.4,0.1,99.0,97.0,5341.31487,0.876,17.1
2273,Developing,73.8,132.0,55.1,0.1,94.0,93.0,5458.121718,0.743,13.5
912,Developing,67.8,221.0,51.2,0.1,91.0,92.0,238.891729,0.683,13.2
2288,Developing,72.2,184.0,31.8,0.1,99.0,99.0,11122.8627,0.739,13.2
53,Developing,49.6,365.0,2.4,2.5,77.0,81.0,3529.53482,0.488,9.0
2363,Developing,68.8,182.0,48.9,0.1,94.0,99.0,188.5159,0.509,9.5
1457,Developed,71.0,218.0,55.4,0.1,96.0,96.0,3352.731296,0.716,13.7
392,Developed,72.6,157.0,6.9,0.1,95.0,95.0,5932.899677,0.755,13.5
1654,Developing,62.5,29.0,28.8,1.2,8.0,8.0,1364.283745,0.491,7.8
1693,Developing,75.3,126.0,56.4,0.1,98.0,98.0,7986.798439,0.719,12.2
1561,Developing,62.3,259.0,17.1,0.5,77.0,77.0,47.733254,0.491,9.4
1826,Developing,63.1,238.0,12.4,0.1,72.0,72.0,246.375621,0.447,8.6
933,Developing,81.5,83.0,61.1,0.1,99.0,99.0,4838.2444,0.885,16.1
2258,Developing,61.3,236.0,19.9,0.7,89.0,89.0,89.838296,0.422,6.6
89,Developing,75.2,127.0,57.5,0.1,91.0,92.0,5878.76127,0.782,16.1
2081,Developing,76.6,84.0,65.1,0.1,97.0,98.0,51488.49529,0.83,13.7
27,Developing,73.0,17.0,48.9,0.1,97.0,98.0,2416.588235,0.681,10.9
21,Developing,76.2,91.0,54.3,0.1,99.0,99.0,494.358832,0.725,12.5
746,Developed,78.1,93.0,55.4,0.1,93.0,93.0,5226.99311,0.902,16.9
215,Developing,74.4,111.0,49.2,0.1,85.0,85.0,1657.3228,0.775,15.3
2155,Developing,63.8,247.0,18.9,1.3,97.0,93.0,617.317648,0.464,10.2
780,Developing,69.7,28.0,48.2,2.0,87.0,86.0,3681.5993,0.668,12.6
1546,Developed,79.7,82.0,57.9,0.1,99.0,96.0,1618.4928,0.877,13.5
1609,Developing,75.9,81.0,2.3,0.1,98.0,98.0,5828.621374,0.641,11.8
